2015,2016,,,,,,,0,0,0,0,0,0,0,2.21,0
2011,2012,,,,,,,0.06,0,0.06,0,0,0,0.06,3.79,1.58
2010,2011,2011/08/05,2011/08/09,5.66,,,,0.06,0,0.06,0,0,0,0.06,7.61,0.79
2009,2010,2010/06/03,2010/05/28,11.5,,,,0.07,0,0.07,0,0,0,0.07,13.2,0.53
