2016,2017,2017/06/28,,,,,,0,0,0,0,0,0,0,22.6,0
2015,2016,2016/06/28,,,,,,0,0,0,0,0,0,0,22.4,0
2014,2015,2015/06/30,,,,,,0,0,0,0,0,0,0,27.4,0
2013,2014,2014/04/30,,,,,,0,0,0,0,0,0,0,43.4,0
2012,2013,2013/06/24,2013/08/06,45.6,,,,0.5,0,0.5,0,0,0,0.5,45.3,1.1
2011,2012,2012/06/26,2012/08/08,35.25,,,,1,0,1,0,0,0,1,41.6,2.41
2010,2011,2011/06/20,2011/09/02,51.2,,,,2,0,2,0,0,0,2,62.6,3.2
2009,2010,2010/05/11,2010/06/15,77.5,2010/06/15,77.5,,1,0,1,0.5,0.5,1,2,84.5,2.37
2008,2009,2009/06/23,2009/07/16,25.65,,,,1,0,1,0,0,0,1,32.2,3.11
2007,2008,2008/04/03,2008/04/24,,,,,0.6,0,0.6,0,0,0,0.6,15.3,3.91
2006,2007,2007/05/30,,,,,,0,0,0,0,0,0,0,,
2005,2006,2006/06/30,,,,,,0,0,0,0,0,0,0,,
2004,2005,2005/06/30,,,,,,0,0,0,0,0,0,0,,
2003,2004,,,,,,,0,0,0,0,0,0,0,,
2002,2003,,,,,,,0,0,0,0,0,0,0,,
