2016,2017,2017/06/08,,,,,,0,0,0,0,0,0,0,16.8,0
2015,2016,2016/06/30,,,,,,0,0,0,0,0,0,0,11.2,0
2014,2015,2015/06/15,,,,,,0,0,0,0,0,0,0,21.7,0
2013,2014,2014/06/27,2014/09/09,18.25,,,2014/10/01,0,0.32,0.32,0,0,0,0.32,15.4,2.08
2012,2013,2013/06/25,2013/08/22,11,,,,0,0.6,0.6,0,0,0,0.6,11.2,5.34
2011,2012,2012/06/27,2012/09/19,11.25,,,,0,0.4,0.4,0,0,0,0.4,12.2,3.29
2010,2011,2011/06/24,2011/09/19,13.85,,,,0.42,0,0.42,0,0,0,0.42,19.2,2.19
2009,2010,2010/06/25,2010/08/18,18.5,,,,1.2,0,1.2,0,0,0,1.2,19.8,6.05
2008,2009,2009/06/19,2009/08/04,16.45,,,,1,0,1,0,0,0,1,15.9,6.28
2007,2008,2008/06/13,2008/08/07,15.8,2008/08/07,15.8,,2,0,2,0.3,0,0.3,2.3,21.1,10.91
2006,2007,,2007/09/20,42.15,2007/09/20,42.15,,2.5,0,2.5,1,0,1,3.5,43.3,8.08
2005,2006,2006/05/26,2006/08/09,36.25,2006/08/09,36.25,,2.5,0,2.5,2,0,2,4.5,45,10.01
2004,2005,2005/05/27,2005/07/20,49.85,2005/07/20,49.85,,2.49,0,2.49,1.99,0,1.99,4.49,54.1,8.3
2003,2004,2004/04/27,2004/06/11,56.5,2004/06/11,56.5,,1.75,0,1.75,3.24,0,3.24,4.99,67.5,7.39
2002,2003,2003/06/26,2003/08/04,99.5,2003/08/04,99.5,,0.5,0,0.5,3,0,3,3.5,80.3,4.36
2001,2002,2002/05/08,,,2002/06/18,54.5,,0,0,0,3,0,3,3,63.2,4.75
2000,2001,2001/05/09,,,2001/08/06,,,0,0,0,2.4,0,2.4,2.4,38.7,6.2
1999,2000,2000/05/31,,,2000/07/31,,,0,0,0,1.4,0,1.4,1.4,,
1998,1999,1999/05/20,,,1999/07/06,,,0,0,0,2.5,0.5,3,3,,
