2016,2017,,2017/05/22,11.2,,,,0.38,0,0.38,0,0,0,0.38,11.4,3.33
2015,2016,,2016/05/18,12,,,,0.62,0,0.62,0,0,0,0.62,12.1,5.13
2014,2015,,2015/05/18,19.1,,,,0.59,0,0.59,0,0,0,0.59,16.5,3.58
2013,2014,,2014/05/16,22.55,,,,0.58,0,0.58,0,0,0,0.58,19.9,2.91
2012,2013,,2013/05/17,19.45,,,,0.46,0,0.46,0,0,0,0.46,17.3,2.66
2011,2012,,2012/05/21,9.63,,,,0.3,0,0.3,0,0,0,0.3,11.8,2.55
2010,2011,2011/05/18,2011/05/12,16.85,,,,0.3,0,0.3,0,0,0,0.3,13.9,2.16
2009,2010,2010/05/18,2010/05/13,28.7,,,,0.32,0,0.32,0,0,0,0.32,26,1.23
