2017,2018,2018/05/29,,,,,,0,0,0,0,0,0,0,15.3,0
2016,2017,2017/06/08,,,,,,0,0,0,0,0,0,0,6.81,0
2015,2016,2016/06/23,,,,,,0,0,0,0,0,0,0,4.27,0
2014,2015,2015/06/29,,,,,,0,0,0,0,0,0,0,5.24,0
2013,2014,2014/06/17,,,,,,0,0,0,0,0,0,0,7.46,0
2012,2013,2013/06/18,,,,,,0,0,0,0,0,0,0,9.43,0
2011,2012,2012/06/19,,,,,,0,0,0,0,0,0,0,8.14,0
2010,2011,2011/06/17,,,,,,0,0,0,0,0,0,0,13.1,0
2009,2010,2010/06/17,2010/10/08,24.7,2010/10/08,24.7,,0.12,0,0.12,1,0,1,1.12,29.6,3.78
2008,2009,2009/06/16,,,,,,0,0,0,0,0,0,0,32.2,0
2007,2008,2008/03/14,2008/07/17,21.55,2008/07/17,21.55,,0.45,0,0.45,4.05,0,4.05,4.5,34.6,13.02
