2016,2017,,2017/10/31,53.75,,,,1.7,0,1.7,0,0,0,1.7,51.2,3.32
2015,2016,,2016/10/27,46.73,,,,1.58,0,1.58,0,0,0,1.58,43.8,3.61
2014,2015,,2015/10/27,43.74,,,,1.55,0,1.55,0,0,0,1.55,45.1,3.43
2013,2014,,2014/10/24,43.46,,,,0.72,0,0.72,0,0,0,0.72,44.9,1.6
2012,2013,,2013/10/25,42.06,,,,0.9,0,0.9,0,0,0,0.9,40.6,2.21
2011,2012,,2012/10/26,36.26,,,,1.21,0,1.21,0,0,0,1.21,37.6,3.22
