2015,2016,,,,,,,0,0,0,0,0,0,0,3.63,0
2011,2012,,2012/07/02,6.4,,,,0.34,0,0.34,0,0,0,0.34,7.29,4.66
2010,2011,2011/05/23,,,,,,0,0,0,0,0,0,0,11.4,0
2009,2010,2010/05/13,2010/04/26,17.15,,,,1.39,0,1.39,0,0,0,1.39,15.7,8.85
