2016,2017,2017/06/27,2017/07/06,41.15,,,2017/08/10,1,0,1,0,0,0,1,41,2.44
2015,2016,2016/06/29,2016/07/27,45.9,,,2016/08/29,1.5,0,1.5,0,0,0,1.5,47.8,3.14
2014,2015,2015/05/22,2015/06/17,64,,,2015/07/24,3.62,0,3.62,0,0,0,3.62,62,5.84
2013,2014,2014/06/30,2014/07/24,72.7,,,2014/08/29,3.6,0,3.6,0,0,0,3.6,75.7,4.75
2012,2013,2013/06/25,2013/07/11,66.8,,,,3.2,0,3.2,0,0,0,3.2,76.8,4.17
2011,2012,2012/06/05,2012/06/21,64.4,,,,4,0,4,0,0,0,4,78,5.13
2010,2011,2011/04/07,,,,,,0,0,0,12.21,2.92,15.13,15.13,78.6,19.25
