2016,2017,2017/06/26,2017/08/23,35.95,,,2017/09/13,0,2,2,0,0,0,2,38.6,5.19
2015,2016,2016/06/20,,,,,,0.45,0.05,0.5,0,0,0,0.5,45.5,1.1
