2019,2019全年,,19'10/22,17.86,20'01/20,64,,,,,,0.75,0,0.75,0,0,0,0.75
2018,2018全年,,18'10/30,17.16,19'02/14,70,,,,,,0.98,0,0.98,0,0,0,0.98
