2016,2017,2017/06/26,,,,,,0,0,0,0,0,0,0,23.2,0
2015,2016,2016/06/24,,,,,,0,0,0,0,0,0,0,23.3,0
2014,2015,2015/06/22,,,,,,0,0,0,0,0,0,0,28.2,0
2013,2014,2014/06/16,,,,,,0,0,0,0,0,0,0,50.3,0
2012,2013,2013/06/18,,,,,,0,0,0,0,0,0,0,51.3,0
2011,2012,2012/06/07,,,,,,0,0,0,0,0,0,0,,
2010,2011,2011/05/25,,,,,,0,0,0,0,0,0,0,,
