2015,2016,,,,,,,0,0,0,0,0,0,0,1.17,0
2012,2013,,,,,,,0,0,0,0,0,0,0,2.59,0
2010,2011,2011/06/30,2011/06/23,12.2,,,,0.15,0,0.15,0,0,0,0.15,11.6,1.29
2009,2010,2010/06/10,,,,,,0.15,0,0.15,0,0,0,0.15,17,0.88
