2016,2017,2017/06/29,,,,,,0,0,0,0,0,0,0,21.3,0
2015,2016,2016/06/08,,,,,,0,0,0,0,0,0,0,23.2,0
2014,2015,2015/06/18,,,,,,0,0,0,0,0,0,0,24.7,0
2013,2014,2014/06/19,,,,,,0,0,0,0,0,0,0,37,0
2012,2013,2013/06/27,,,,,,0,0,0,0,0,0,0,41.4,0
2011,2012,2012/06/20,,,,,,0,0,0,0,0,0,0,35.1,0
2010,2011,2011/06/28,,,,,,0,0,0,0,0,0,0,,
2009,2010,,,,,,,0,0,0,0,0,0,0,,
