2016,2017,2017/06/22,,,,,,0,0,0,0,0,0,0,11.2,0
2015,2016,2016/06/22,,,,,,0,0,0,0,0,0,0,13.6,0
2014,2015,2015/06/22,,,,,,0,0,0,0,0,0,0,15.4,0
2013,2014,2014/06/18,,,,,,0,0,0,0,0,0,0,19.2,0
2012,2013,2013/06/25,2013/08/15,18.95,,,,0.7,0,0.7,0,0,0,0.7,21.4,3.28
2011,2012,2012/06/22,2012/08/14,25.95,2012/08/14,25.95,,1,0,1,0.4,0,0.4,1.4,27.6,5.07
2010,2011,2011/06/24,2011/08/17,34.8,2011/08/17,34.8,,1,0,1,0.4,0,0.4,1.4,37.6,3.72
2009,2010,2010/06/17,2010/08/17,42.45,2010/08/17,42.45,,0.7,0,0.7,0.7,0,0.7,1.4,38.9,3.6
2008,2009,2009/06/19,2009/08/13,28.6,2009/08/13,28.6,,0.2,0,0.2,0.7,0,0.7,0.9,26.1,3.45
2007,2008,2008/06/13,2008/07/31,19.8,2008/07/31,19.8,,0.2,0,0.2,0.6,0,0.6,0.8,21.4,3.75
2006,2007,2007/06/15,2007/07/12,27.4,,,,0.6,0,0.6,0,0,0,0.6,26.7,2.25
2005,2006,2006/06/09,2006/08/02,23.4,2006/08/02,23.4,,0.7,0,0.7,0.3,0,0.3,1,22.8,4.39
2004,2005,2005/06/10,2005/08/02,15.4,2005/08/02,15.4,,0.2,0,0.2,0.2,0.2,0.4,0.6,17.2,3.49
2003,2004,,,,,,,0,0,0,0,0,0,0,12.9,0
2002,2003,,,,,,,0,0,0,0,0,0,0,8.52,0
2001,2002,2002/05/28,2002/07/09,10,2002/07/09,10,,0.2,0,0.2,0,0.5,0.5,0.7,10.1,6.91
2000,2001,,,,,,,0,0,0,0,0.5,0.5,0.5,12,4.17
1999,2000,2000/05/26,,,2000/07/13,,,0,0,0,0,0.5,0.5,0.5,11.2,4.46
1998,1999,1999/05/28,1999/07/07,,1999/07/07,,,0.5,0,0.5,0,0.5,0.5,1,13.9,7.2
1997,1998,1998/05/08,,,1998/07/07,,,0,0,0,1,1,2,2,27.7,7.22
1996,1997,1997/04/30,,,,,,0.5,0,0.5,0.5,0,0.5,1,40.7,2.45
1995,1996,1996/04/30,1996/05/24,,1996/08/28,,,0.5,0,0.5,0.5,0,0.5,1,,
1994,1995,,,,,,,0.5,0,0.5,1,0,1,1.5,,
1993,1994,,,,,,,0.5,0,0.5,1,0,1,1.5,,
1992,1993,,,,,,,0.5,0,0.5,0.5,0,0.5,1,,
