2016,2017,,2017/11/23,37.35,,,,1.15,0,1.15,0,0,0,1.15,34.5,3.34
2015,2016,,2016/11/23,29.54,,,,1,0,1,0,0,0,1,28.3,3.53
2014,2015,,2015/11/24,26.36,,,,0.9,0,0.9,0,0,0,0.9,27.9,3.22
2013,2014,,2014/11/25,28.45,,,,0.9,0,0.9,0,0,0,0.9,27.8,3.24
2012,2013,,2013/11/25,22.85,,,,0.75,0,0.75,0,0,0,0.75,23.7,3.16
2011,2012,,2012/11/22,21.22,,,,0.55,0,0.55,0,0,0,0.55,22.4,2.46
2010,2011,,2011/11/23,20.71,,,,1,0,1,0,0,0,1,24.4,4.1
2009,2010,,2010/11/23,26.08,,,,1,0,1,0,0,0,1,25.8,3.88
