2015,2016,,,,,,,0,0,0,0,0,0,0,268.1,0
2014,2015,,,,,,,0.07,0,0.07,0,0,0,0.07,202.9,0.03
2013,2014,,2014/03/13,5.2,,,,0.14,0,0.14,0,0,0,0.14,6.46,2.17
2012,2013,,2013/03/11,5.28,,,,0.19,0,0.19,0,0,0,0.19,5.35,3.55
2011,2012,,2012/03/09,6.87,,,,0.12,0,0.12,0,0,0,0.12,4.95,2.42
2010,2011,2011/11/17,2011/11/22,6.08,,,,0.12,0,0.12,0,0,0,0.12,12.4,0.97
