2016,2017,2017/06/20,,,,,,0,0,0,0,0,0,0,17.5,0
2015,2016,2016/06/13,,,,,,0,0,0,0,0,0,0,24.1,0
2014,2015,2015/06/22,,,,,,0,0,0,0,0,0,0,20.5,0
2013,2014,2014/06/17,,,,,,0,0,0,0,0,0,0,28.4,0
2012,2013,2013/06/20,,,,,,0,0,0,0,0,0,0,29.3,0
2011,2012,2012/06/06,,,,,,0,0,0,0,0,0,0,31.8,0
2010,2011,2011/06/10,2011/07/28,64.3,2011/07/28,64.3,,6,0,6,0.5,0,0.5,6.5,62,10.48
2009,2010,2010/06/25,2010/08/20,99.6,2010/08/20,99.6,,0.4,0,0.4,0.1,0,0.1,0.5,89.6,0.56
2008,2009,2009/06/10,,,2009/08/14,48.35,,0,0,0,4,0,4,4,67.1,5.96
2007,2008,2008/03/31,,,2008/05/05,260.5,,0,0,0,3,0,3,3,197.5,1.52
2006,2007,2007/06/13,,,,,,0,0,0,0,0,0,0,300.7,0
