2016,2017,2017/06/14,2017/07/18,114.5,2017/07/18,114.5,2017/08/18,6.5,0,6.5,2,0,2,8.5,128.6,6.61
2015,2016,2016/06/06,2016/07/12,123,2016/07/12,123,2016/08/15,6.5,0,6.5,2,0,2,8.5,133.3,6.38
2014,2015,2015/06/24,2015/07/23,123,2015/07/23,123,2015/08/25,4.5,0,4.5,2,0,2,6.5,133.1,4.89
2013,2014,2014/06/17,2014/07/02,129.5,,,,4.5,0,4.5,0,0,0,4.5,107.9,4.17
2012,2013,2013/06/25,2013/07/10,64.2,,,,2,0,2,0,0,0,2,65.7,3.04
2011,2012,2012/06/13,2012/06/28,35.9,,,,3,0,3,0,0,0,3,42.7,7.03
2010,2011,2011/06/22,2011/07/07,78,,,,4,0,4,0,0,0,4,66.9,5.98
2009,2010,2010/06/14,2010/06/30,70,,,,2,0,2,0,0,0,2,70.3,2.84
2008,2009,2009/06/10,2009/07/14,13.7,,,,0.5,0,0.5,0,0,0,0.5,23.6,2.12
2007,2008,2008/06/19,2008/07/24,19.8,2008/07/24,19.8,,1.06,0,1.06,0.3,0,0.3,1.36,19.1,7.11
2006,2007,2007/06/13,2007/07/26,46.35,2007/07/26,46.35,,1.14,0,1.14,0.3,0,0.3,1.44,34.6,4.17
2005,2006,2006/06/29,2006/07/26,25.3,2006/07/26,25.3,,0.51,0,0.51,1.2,0,1.2,1.71,27.9,6.14
2004,2005,2005/05/10,,,2005/06/16,,,0,0,0,1.35,0,1.35,1.35,,
