2015,2016,,,,,,,0,0,0,0,0,0,0,12.4,0
2014,2015,,,,,,,0,0,0,0,0,0,0,12.5,0
2013,2014,,,,,,,0,0,0,0,0,0,0,12.5,0
2012,2013,,,,,,,0,0,0,0,0,0,0,12.7,0
2011,2012,,,,,,,0,0,0,0,0,0,0,12.7,0
2010,2011,,,,,,,0,0,0,0,0,0,0,13.3,0
