2016,2017,2017/06/16,2017/08/02,45.75,,,2017/08/31,2.5,0,2.5,0,0,0,2.5,45.9,5.44
2015,2016,2016/06/16,2016/08/03,49,,,2016/08/31,2.39,0,2.39,0,0,0,2.39,48.5,4.93
2014,2015,2015/06/24,2015/07/16,46.95,,,2015/08/11,2.5,0,2.5,0,0,0,2.5,48.6,5.14
2013,2014,2014/06/24,2014/09/04,55.9,,,2014/09/30,2,0,2,0,0,0,2,56.6,3.53
2012,2013,2013/06/14,2013/09/05,52.8,,,,2,0,2,0,0,0,2,56.2,3.56
2011,2012,2012/06/18,2012/09/19,59.5,2012/09/19,59.5,,1,0,1,1,0,1,2,61,3.28
2010,2011,2011/06/15,2011/07/28,85.7,,,,2.5,0,2.5,0,0,0,2.5,78.3,3.19
2009,2010,2010/06/15,2010/08/09,69.3,,,,1.98,0,1.98,0,0,0,1.98,79.5,2.49
2008,2009,2009/06/10,2009/08/20,58.2,,,,1.93,0,1.93,0,0,0,1.93,55.9,3.45
2007,2008,2008/06/13,2008/07/10,43.5,,,,5,0,5,0,0,0,5,49.9,10.03
2006,2007,2007/06/15,2007/07/12,79.1,,,,2.8,0,2.8,0,0,0,2.8,65.1,4.3
2005,2006,2006/06/14,2006/08/02,24,2006/08/02,24,,1.3,0,1.3,0.7,0,0.7,1.99,28.2,7.06
2004,2005,2005/06/17,2005/08/25,21.15,2005/08/25,21.15,,1.2,0,1.2,0.3,0,0.3,1.5,24.2,6.19
2003,2004,2004/05/31,2004/08/20,24.3,2004/08/20,24.3,,1.76,0,1.76,0.75,0,0.75,2.51,30.8,8.14
2002,2003,2003/03/31,2003/05/20,39.1,2003/05/20,39.1,,2,0,2,1.5,0,1.5,3.5,44.9,7.8
2001,2002,2002/05/20,2002/12/30,58.5,2002/12/30,58.5,,1.8,0,1.8,1.7,0,1.7,3.5,69.4,5.05
2000,2001,2001/04/30,2001/07/06,91,2001/07/06,91,,1.61,0,1.61,1.89,0,1.89,3.5,80,4.37
1999,2000,2000/06/16,2000/07/04,,,,,4,0,4,0,0,0,4,,
1998,1999,1999/04/20,1999/07/20,,,,,3,0,3,0,0,0,3,,
1997,1998,,,,,,,0,0,0,0,0,0,0,,
