2016,2017,2017/06/15,,,,,,0,0,0,0,0,0,0,6.93,0
2015,2016,2016/06/21,,,,,,0,0,0,0,0,0,0,6.66,0
2014,2015,2015/06/18,,,2015/08/25,6.47,,0,0,0,1.4,0,1.4,1.4,9.87,14.18
2013,2014,2014/06/24,,,2014/09/29,10.65,,0,0,0,0.5,0,0.5,0.5,12.3,4.06
2012,2013,2013/06/18,,,2013/08/26,11.15,,0,0,0,0.4,0,0.4,0.4,11.5,3.48
2011,2012,2012/06/21,2012/07/10,10.85,,,,1,0,1,0,0,0,1,11.1,9.04
2010,2011,2011/06/22,2011/07/18,12.5,,,,0.45,0,0.45,0,0,0,0.45,12.7,3.55
2009,2010,2010/06/17,2010/09/13,19.89,,,,1.66,0,1.66,0,0,0,1.66,22.3,7.45
2008,2009,2009/06/23,,,,,,0,0,0,0,0,0,0,16.1,0
2007,2008,2008/06/25,,,2008/08/18,8.71,,0,0,0,0.8,0,0.8,0.8,9.21,8.69
2006,2007,2007/06/21,,,2007/07/30,15.68,,0,0,0,0.5,0,0.5,0.5,15.7,3.18
2005,2006,2006/06/23,2006/07/26,12.59,2006/07/26,12.59,,0.7,0,0.7,0.7,0,0.7,1.4,15.5,9.05
2004,2005,2005/06/22,2005/07/29,,2005/07/29,,,0.9,0,0.9,0.9,0,0.9,1.8,15.4,11.73
2003,2004,2004/06/23,,,2004/08/15,,,0,0,0,1.2,0,1.2,1.2,,
2002,2003,2003/05/29,,,2003/06/26,,,0,0,0,1.4,0,1.4,1.4,,
