2016,2017,,2017/05/03,44.81,,,,1.41,0,1.41,0,0,0,1.41,49,2.88
2015,2016,,2016/05/04,35.37,,,,2.44,0,2.44,0,0,0,2.44,40.7,5.99
2013,2014,,2014/05/06,36.73,,,,2.46,0,2.46,0,0,0,2.46,38.6,6.37
2011,2012,,2012/05/07,31.52,,,,2.37,0,2.37,0,0,0,2.37,30.7,7.71
2009,2010,,2010/05/03,33.74,,,,1.4,0,1.4,0,0,0,1.4,33.6,4.17
2008,2009,,2009/04/28,28.09,,,,1.46,0,1.46,0,0,0,1.46,28.8,5.07
