2016,2017,2017/06/14,2017/07/04,134.5,,,2017/08/07,9.5,0,9.5,0,0,0,9.5,140.3,6.77
2015,2016,2016/06/15,2016/07/01,140,,,2016/08/09,9.5,0,9.5,0,0,0,9.5,148.9,6.38
2014,2015,2015/06/18,2015/07/14,152,,,2015/08/14,9,0,9,0,0,0,9,154.2,5.84
2013,2014,2014/06/20,2014/07/08,161.5,,,,9,0,9,0,0,0,9,160.8,5.6
2012,2013,2013/06/11,2013/07/23,139.05,2013/07/23,139.05,,7.5,0,7.5,0.5,0,0.5,8,139.5,5.74
2011,2012,2012/06/27,2012/07/24,97.5,,,,8,0,8,0,0,0,8,102.7,7.79
2010,2011,2011/06/15,2011/08/15,105.63,2011/08/15,105.63,,7.7,0,7.7,0.3,0,0.3,8,105.5,7.58
2009,2010,2010/06/18,2010/07/06,125,,,,7,0,7,0,0,0,7,117.8,5.94
2008,2009,2009/06/19,2009/07/15,35.15,,,,2.2,0,2.2,0,0,0,2.2,47,4.68
2007,2008,2008/06/13,2008/07/03,27.3,,,,2.8,0,2.8,0,0,0,2.8,27.2,10.31
2006,2007,2007/06/13,2007/07/12,,,,,4.2,0,4.2,0,0,0,4.2,30.5,13.77
2005,2006,2006/06/14,2006/07/04,,,,,2.2,0,2.2,0,0,0,2.2,,
2004,2005,2005/06/30,2005/07/21,,,,,3.5,0,3.5,0,0,0,3.5,,
2003,2004,2004/06/29,2004/07/22,,2004/09/23,,,3,0,3,3,0,3,6,,
2002,2003,,,,,,,2,0,2,2,0,2,4,,
